Path,Longitude,Latitude,Altitude
0,120.8863807,24.53765926,0
0,120.8863807,24.53765926,0
0,120.8863801,24.53766061,0.200000003
0,120.8863801,24.53766061,0.200000003
0,120.8863807,24.53766036,0.699999988
0,120.8863808,24.53766019,1.100000024
0,120.8863808,24.53766019,1.100000024
0,120.886381,24.53765996,1.200000048
0,120.886381,24.53765996,1.200000048
0,120.8863817,24.53765914,1.200000048
0,120.8863821,24.53765856,1.100000024
0,120.8863821,24.53765856,1.100000024
0,120.8863827,24.53765781,1.100000024
0,120.8863827,24.53765781,1.100000024
0,120.886383,24.53765763,1.300000072
0,120.886383,24.53765763,1.300000072
0,120.8863832,24.53765735,1.700000048
0,120.8863833,24.53765691,2.200000048
0,120.8863833,24.53765691,2.200000048
0,120.8863833,24.53765635,2.700000048
0,120.8863833,24.53765635,2.700000048
0,120.8863832,24.53765535,3.200000048
0,120.8863831,24.53765422,3.600000143
0,120.8863831,24.53765422,3.600000143
0,120.8863831,24.53765358,4
0,120.8863831,24.53765358,4
0,120.8863833,24.53765219,4.400000095
0,120.8863837,24.53764997,4.700000286
0,120.8863837,24.53764997,4.700000286
0,120.8863835,24.53764836,5.099999905
0,120.8863835,24.53764836,5.099999905
0,120.8863837,24.53764751,5.200000286
0,120.8863842,24.53764702,5.099999905
0,120.8863842,24.53764702,5.099999905
0,120.8863803,24.53764837,5
0,120.8863803,24.53764837,5
0,120.8863721,24.53765343,5
0,120.8863721,24.53765343,5
0,120.8863636,24.53765796,4.900000095
0,120.886356,24.53766194,4.900000095
0,120.886356,24.53766194,4.900000095
0,120.8863482,24.53766634,5
0,120.8863482,24.53766634,5
0,120.8863397,24.53767106,5
0,120.8863315,24.53767552,4.900000095
0,120.8863315,24.53767552,4.900000095
0,120.8863239,24.53768044,4.900000095
0,120.8863239,24.53768044,4.900000095
0,120.8863162,24.53768531,5
0,120.8863084,24.53769008,4.900000095
0,120.8863084,24.53769008,4.900000095
0,120.8863006,24.53769582,4.900000095
0,120.8862925,24.53770083,4.900000095
0,120.8862925,24.53770083,4.900000095
0,120.8862841,24.53770666,4.900000095
0,120.8862841,24.53770666,4.900000095
0,120.8862767,24.53771194,4.900000095
0,120.8862692,24.53771784,5
0,120.8862692,24.53771784,5
0,120.8862614,24.53772376,5
0,120.8862614,24.53772376,5
0,120.8862541,24.5377305,5
0,120.8862465,24.53773691,5.099999905
0,120.8862465,24.53773691,5.099999905
0,120.8862389,24.53774439,5.099999905
0,120.8862389,24.53774439,5.099999905
0,120.8862316,24.53775175,5.099999905
0,120.8862249,24.53775886,5.099999905
0,120.8862249,24.53775886,5.099999905
0,120.886218,24.53776598,5.200000286
0,120.886218,24.53776598,5.200000286
0,120.8862112,24.53777308,5.099999905
0,120.8862045,24.53777973,5
0,120.8862045,24.53777973,5
0,120.8861976,24.5377865,5
0,120.8861976,24.5377865,5
0,120.8861912,24.53779303,5
0,120.8861846,24.53779964,5
0,120.8861846,24.53779964,5
0,120.886178,24.53780627,5
0,120.886178,24.53780627,5
0,120.8861714,24.53781298,5
0,120.8861648,24.53781964,5
0,120.8861648,24.53781964,5
0,120.8861584,24.53782625,5
0,120.8861584,24.53782625,5
0,120.8861515,24.53783243,5
0,120.8861449,24.53783903,5
0,120.8861449,24.53783903,5
0,120.8861388,24.53784585,5
0,120.8861388,24.53784585,5
0,120.886133,24.53785271,5.099999905
0,120.8861267,24.53785982,5.099999905
0,120.8861267,24.53785982,5.099999905
0,120.8861208,24.53786657,5.099999905
0,120.8861208,24.53786657,5.099999905
0,120.8861141,24.53787385,5.099999905
0,120.8861075,24.53788091,5.099999905
0,120.8861075,24.53788091,5.099999905
0,120.8861015,24.53788825,5.099999905
0,120.8860951,24.53789578,5.099999905
0,120.8860951,24.53789578,5.099999905
0,120.8860894,24.53790298,5.200000286
0,120.8860894,24.53790298,5.200000286
0,120.8860833,24.53791012,5.099999905
0,120.8860772,24.537917,5
0,120.8860772,24.537917,5
0,120.8860707,24.53792356,5
0,120.8860707,24.53792356,5
0,120.886064,24.53793072,5
0,120.8860576,24.53793742,5
0,120.8860576,24.53793742,5
0,120.8860519,24.53794416,4.900000095
0,120.8860461,24.53795136,5
0,120.8860461,24.53795136,5
0,120.8860401,24.53795872,5
0,120.8860401,24.53795872,5
0,120.8860338,24.5379658,5.099999905
0,120.8860274,24.53797268,5.099999905
0,120.8860274,24.53797268,5.099999905
0,120.8860216,24.5379797,5.099999905
0,120.8860216,24.5379797,5.099999905
0,120.8860157,24.53798676,5.099999905
0,120.8860098,24.53799397,5.200000286
0,120.8860098,24.53799397,5.200000286
0,120.8860038,24.53800149,5.099999905
0,120.8860038,24.53800149,5.099999905
0,120.8859983,24.53800884,5.099999905
0,120.8859926,24.53801638,5.099999905
0,120.8859926,24.53801638,5.099999905
0,120.8859871,24.53802372,5.099999905
0,120.8859871,24.53802372,5.099999905
0,120.8859817,24.53803144,5.099999905
0,120.8859763,24.53803888,5.099999905
0,120.8859763,24.53803888,5.099999905
0,120.8859707,24.53804615,5.099999905
0,120.8859707,24.53804615,5.099999905
0,120.8859651,24.53805335,5.099999905
0,120.8859593,24.53806047,5.099999905
0,120.8859593,24.53806047,5.099999905
0,120.8859533,24.53806762,5.099999905
0,120.8859478,24.53807475,5.099999905
0,120.8859478,24.53807475,5.099999905
0,120.8859422,24.53808218,5
0,120.8859422,24.53808218,5
0,120.8859367,24.53808963,5.099999905
0,120.8859314,24.53809717,5.099999905
0,120.8859314,24.53809717,5.099999905
0,120.8859258,24.53810493,5
0,120.8859258,24.53810493,5
0,120.8859205,24.53811271,5
0,120.8859155,24.53812017,5
0,120.8859155,24.53812017,5
0,120.8859105,24.53812792,5
0,120.8859105,24.53812792,5
0,120.8859051,24.53813563,5.099999905
0,120.8858999,24.53814353,5.099999905
0,120.8858999,24.53814353,5.099999905
0,120.885895,24.53815132,5.099999905
0,120.885895,24.53815132,5.099999905
0,120.8858898,24.53815901,5
0,120.8858853,24.53816693,5
0,120.8858853,24.53816693,5
0,120.8858806,24.53817508,5.099999905
0,120.8858806,24.53817508,5.099999905
0,120.8858764,24.53818329,5.099999905
0,120.8858718,24.53819147,5.099999905
0,120.8858718,24.53819147,5.099999905
0,120.8858676,24.53819969,5
0,120.8858635,24.53820763,5.099999905
0,120.8858635,24.53820763,5.099999905
0,120.8858594,24.53821555,5.099999905
0,120.8858594,24.53821555,5.099999905
0,120.885855,24.53822408,5.099999905
0,120.8858516,24.53823211,5.200000286
0,120.8858516,24.53823211,5.200000286
0,120.8858488,24.53824024,5.099999905
0,120.8858455,24.53824893,5.099999905
0,120.8858455,24.53824893,5.099999905
0,120.885842,24.53825736,5.099999905
0,120.885842,24.53825736,5.099999905
0,120.8858386,24.53826576,5.099999905
0,120.8858353,24.53827402,5.099999905
0,120.8858353,24.53827402,5.099999905
0,120.885832,24.53828232,5.099999905
0,120.885832,24.53828232,5.099999905
0,120.8858287,24.53829084,5.099999905
0,120.8858262,24.53829929,5.099999905
0,120.8858262,24.53829929,5.099999905
0,120.8858241,24.53830796,5
0,120.8858241,24.53830796,5
0,120.8858213,24.53831664,5
0,120.8858193,24.53832542,5.099999905
0,120.8858193,24.53832542,5.099999905
0,120.8858169,24.53833412,5.099999905
0,120.8858169,24.53833412,5.099999905
0,120.8858146,24.53834274,5.099999905
0,120.8858126,24.5383515,5.099999905
0,120.8858126,24.5383515,5.099999905
0,120.8858106,24.53836023,5.099999905
0,120.8858106,24.53836023,5.099999905
0,120.8858082,24.53836875,5.099999905
0,120.8858058,24.53837729,5.099999905
0,120.8858058,24.53837729,5.099999905
0,120.8858029,24.53838638,5.099999905
0,120.8858029,24.53838638,5.099999905
0,120.8858011,24.53839513,5.099999905
0,120.8857988,24.53840413,5.099999905
0,120.8857988,24.53840413,5.099999905
0,120.8857964,24.53841274,5.200000286
0,120.8857964,24.53841274,5.200000286
0,120.8857944,24.53842166,5
0,120.8857924,24.53843041,4.900000095
0,120.8857924,24.53843041,4.900000095
0,120.885791,24.53843966,5
0,120.885791,24.53843966,5
0,120.8857893,24.53844872,5
0,120.8857877,24.53845776,5
0,120.8857877,24.53845776,5
0,120.8857862,24.53846676,4.900000095
0,120.8857862,24.53846676,4.900000095
0,120.8857854,24.53847608,4.900000095
0,120.8857849,24.53848571,5
0,120.8857849,24.53848571,5
0,120.8857843,24.53849538,5
0,120.8857843,24.53849538,5
0,120.8857828,24.53850481,5
0,120.8857824,24.53851392,5
0,120.8857824,24.53851392,5
0,120.885782,24.53852383,5
0,120.885782,24.53852383,5
0,120.8857815,24.53853316,5
0,120.8857816,24.53854277,5
0,120.8857816,24.53854277,5
0,120.8857813,24.53855251,5
0,120.885781,24.53856191,5
0,120.885781,24.53856191,5
0,120.8857808,24.53857183,5
0,120.8857808,24.53857183,5
0,120.8857806,24.53858176,5
0,120.8857806,24.53858176,5
0,120.885781,24.53859194,5
0,120.8857817,24.5386019,5
0,120.8857817,24.5386019,5
0,120.8857819,24.53861083,5
0,120.8857825,24.53861909,5
0,120.8857825,24.53861909,5
0,120.8857839,24.53862729,5
0,120.8857839,24.53862729,5
0,120.8857857,24.53863572,5.099999905
0,120.8857866,24.53864413,5.099999905
0,120.8857866,24.53864413,5.099999905
0,120.8857877,24.53865244,5.099999905
0,120.8857892,24.53866119,5
0,120.8857892,24.53866119,5
0,120.8857902,24.53867043,5
0,120.8857902,24.53867043,5
0,120.8857911,24.53867937,5
0,120.8857914,24.53868845,5
0,120.8857914,24.53868845,5
0,120.885792,24.53869792,5
0,120.885792,24.53869792,5
0,120.8857916,24.53870802,5
0,120.8857915,24.53871814,5.099999905
0,120.8857915,24.53871814,5.099999905
0,120.8857905,24.53872798,5.099999905
0,120.8857902,24.53873764,5.099999905
0,120.8857902,24.53873764,5.099999905
0,120.88579,24.53874755,5.099999905
0,120.88579,24.53874755,5.099999905
0,120.8857895,24.53875723,5.099999905
0,120.8857884,24.53876704,5.099999905
0,120.8857884,24.53876704,5.099999905
0,120.8857871,24.53877709,5.099999905
0,120.8857871,24.53877709,5.099999905
0,120.8857859,24.53878714,5.200000286
0,120.8857849,24.53879688,5
0,120.8857849,24.53879688,5
0,120.8857838,24.53880668,5
0,120.8857838,24.53880668,5
0,120.8857826,24.53881614,5
0,120.8857811,24.53882476,5
0,120.8857811,24.53882476,5
0,120.8857789,24.53883359,5
0,120.8857766,24.53884284,5.099999905
0,120.8857766,24.53884284,5.099999905
0,120.8857754,24.53885191,5.099999905
0,120.8857754,24.53885191,5.099999905
0,120.8857744,24.53886105,5
0,120.8857731,24.53887047,3.799999952
0,120.8857731,24.53887047,3.799999952
0,120.8857715,24.53887973,5.099999905
0,120.8857715,24.53887973,5.099999905
0,120.8857689,24.53888853,5.099999905
0,120.885766,24.53889767,5.099999905
0,120.885766,24.53889767,5.099999905
0,120.8857631,24.53890722,5.099999905
0,120.8857631,24.53890722,5.099999905
0,120.8857601,24.5389163,5.099999905
0,120.8857569,24.53892547,5.200000286
0,120.8857569,24.53892547,5.200000286
0,120.8857541,24.53893485,5.099999905
0,120.8857492,24.53894348,5.099999905
0,120.8857492,24.53894348,5.099999905
0,120.885744,24.53895211,5.099999905
0,120.885744,24.53895211,5.099999905
0,120.8857385,24.53896083,5.099999905
0,120.8857328,24.53896903,5.099999905
0,120.8857328,24.53896903,5.099999905
0,120.8857271,24.53897697,5
0,120.8857271,24.53897697,5
0,120.8857219,24.53898475,5.200000286
0,120.8857171,24.538992,5.099999905
0,120.8857171,24.538992,5.099999905
0,120.885712,24.5389994,5
0,120.8857063,24.53900684,5.099999905
0,120.8857063,24.53900684,5.099999905
0,120.8857003,24.53901378,5.099999905
0,120.8857003,24.53901378,5.099999905
0,120.8856927,24.53901929,5.099999905
0,120.8856845,24.53902489,5
0,120.8856845,24.53902489,5
0,120.885676,24.5390303,5.099999905
0,120.885676,24.5390303,5.099999905
0,120.8856682,24.53903585,5.200000286
0,120.8856607,24.53904152,5.200000286
0,120.8856607,24.53904152,5.200000286
0,120.8856523,24.53904728,5
0,120.8856523,24.53904728,5
0,120.8856439,24.53905321,4.900000095
0,120.885636,24.53905913,4.900000095
0,120.885636,24.53905913,4.900000095
0,120.8856298,24.53906466,3.5
0,120.8856298,24.53906466,3.5
0,120.8856327,24.53906852,4.900000095
0,120.8856301,24.53907249,5
0,120.8856301,24.53907249,5
0,120.8856233,24.53907717,5
0,120.8856233,24.53907717,5
0,120.8856156,24.53907911,5.099999905
0,120.8856071,24.53908081,5.099999905
0,120.8856071,24.53908081,5.099999905
0,120.8856001,24.53908185,5.099999905
0,120.8855918,24.53908085,5.099999905
0,120.8855918,24.53908085,5.099999905
0,120.8855828,24.53907998,5.099999905
0,120.8855828,24.53907998,5.099999905
0,120.8855736,24.53907892,5.200000286
0,120.8855641,24.53907708,5.099999905
0,120.8855641,24.53907708,5.099999905
0,120.8855534,24.5390749,5.099999905
0,120.8855443,24.53907304,5.200000286
0,120.8855443,24.53907304,5.200000286
0,120.8855349,24.53907053,5.099999905
0,120.8855349,24.53907053,5.099999905
0,120.8855235,24.53906724,5.099999905
0,120.885514,24.53906501,4.599999905
0,120.885514,24.53906501,4.599999905
0,120.8855037,24.53906269,5.300000191
0,120.8854935,24.53905999,5.300000191
0,120.8854935,24.53905999,5.300000191
0,120.8854826,24.53905797,5.200000286
0,120.8854826,24.53905797,5.200000286
0,120.88547,24.53905568,5.099999905
0,120.8854604,24.53905363,5
0,120.8854604,24.53905363,5
0,120.8854502,24.53905113,5.200000286
0,120.8854502,24.53905113,5.200000286
0,120.8854391,24.53904824,5.099999905
0,120.8854293,24.53904585,5.099999905
0,120.8854293,24.53904585,5.099999905
0,120.8854206,24.53904386,5.099999905
0,120.8854206,24.53904386,5.099999905
0,120.8854107,24.53904135,5.200000286
0,120.8854012,24.53903834,5.300000191
0,120.8854012,24.53903834,5.300000191
0,120.88539,24.53903488,5.099999905
0,120.8853808,24.53903255,5.099999905
0,120.8853808,24.53903255,5.099999905
0,120.8853709,24.53902954,5.099999905
0,120.8853709,24.53902954,5.099999905
0,120.8853611,24.53902631,5.200000286
0,120.8853512,24.53902348,5.200000286
0,120.8853512,24.53902348,5.200000286
0,120.8853407,24.53902055,5.200000286
0,120.8853407,24.53902055,5.200000286
0,120.8853311,24.53901803,5.099999905
0,120.8853216,24.539015,5.200000286
0,120.8853216,24.539015,5.200000286
0,120.8853148,24.5390117,5.200000286
0,120.885314,24.53901107,5.300000191
0,120.885314,24.53901107,5.300000191
0,120.8853143,24.53901182,5.200000286
0,120.8853143,24.53901182,5.200000286
0,120.8853137,24.5390127,5.300000191
0,120.8853099,24.53902004,5.300000191
0,120.8853099,24.53902004,5.300000191
0,120.8853063,24.53903017,5.300000191
0,120.8853063,24.53903017,5.300000191
0,120.8853062,24.53903173,5.200000286
0,120.8852986,24.53902834,5.200000286
0,120.8852986,24.53902834,5.200000286
0,120.8852879,24.53902412,5.200000286
0,120.8852781,24.53901975,5.200000286
0,120.8852781,24.53901975,5.200000286
0,120.8852677,24.53901585,5.300000191
0,120.8852677,24.53901585,5.300000191
0,120.8852572,24.5390119,5.200000286
0,120.8852471,24.53900751,5.200000286
0,120.8852471,24.53900751,5.200000286
0,120.8852372,24.53900323,5.200000286
0,120.8852372,24.53900323,5.200000286
0,120.8852276,24.5389993,5.200000286
0,120.8852182,24.53899551,5.099999905
0,120.8852182,24.53899551,5.099999905
0,120.8852086,24.53899149,5.200000286
0,120.8852086,24.53899149,5.200000286
0,120.8851989,24.53898758,5.300000191
0,120.8851896,24.53898407,5.300000191
